unique_id,position_title,department,base_salary,gender,employment_status,hire_date,job_date
2690,SENIOR PARALEGAL,Legal Department,62067,Female,Active,2000-11-06,2000-11-06
2700,SPECIAL SERVICE REPRESENTATIVE,Houston Airport System (HAS),35277,Male,Active,2004-11-29,2004-11-29
2710,CUSTOMER SERVICE REPRESENTATIVE III,Houston Emergency Center (HEC),46966,Female,Active,1989-10-18,2009-04-18
2720,SENIOR PUBLIC HEALTH INVESTIGATOR,Health & Human Services,39312,Female,Active,2009-03-26,2012-10-13
2730,ELECTRICIAN,Houston Airport System (HAS),58677,Male,Active,2003-12-22,2006-07-08
2740,JUVENILE CASE MANAGER,Municipal Courts Department,47528,Female,Active,2014-02-03,2014-02-03
2750,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2002-06-25,2011-08-04
2760,ENGINEER/OPERATOR,Houston Fire Department (HFD),61921,Male,Active,2009-02-09,2014-03-30
2770,SENIOR STAFF ANALYST,Finance,96272,Male,Active,1994-04-12,2008-01-26
2780,CAPTAIN,Houston Fire Department (HFD),66523,Male,Active,2004-08-03,2013-12-29
2790,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1996-10-28,2011-10-01
2800,SENIOR CUSTOMER SERVICE CLERK,Health & Human Services,34382,Female,Active,1983-02-15,2003-08-23
2810,SENIOR CUSTOMER SERVICE CLERK,Library,31034,Male,Active,2012-11-13,2015-12-19
2820,FIRE FIGHTER,Houston Fire Department (HFD),51194,Male,Active,2008-06-16,2009-12-16
2830,ELECTRICIAN,General Services Department,53539,Male,Active,2006-06-20,2006-06-20
2840,EQUIPMENT WORKER,Public Works & Engineering-PWE,38438,Male,Active,1992-07-27,2004-09-18
2850,ANIMAL CARE TECHNICIAN,Admn. & Regulatory Affairs,28205,Female,Active,2016-04-18,2016-04-18
2860,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1997-05-27,2009-12-26
2870,EQUIPMENT OPERATOR III,Solid Waste Management,38730,Male,Active,2002-01-02,2004-04-17
2880,POLICE OFFICER,Houston Police Department-HPD,43443,Male,Active,2014-10-13,2015-10-13
2890,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1998-08-10,2010-05-29
2900,POLICE OFFICER,Houston Police Department-HPD,52514,Male,Active,2009-06-22,2010-06-22
2910,3-1-1 TELECOMMUNICATOR,Admn. & Regulatory Affairs,35152,Female,Active,2004-10-12,2004-10-12
2920,INSPECTOR,Public Works & Engineering-PWE,54600,Male,Active,2005-03-21,2005-03-21
2930,PLANT OPERATOR SUPERVISOR,Public Works & Engineering-PWE,54995,Male,Active,2005-02-21,2011-05-28
2940,INSPECTOR,Public Works & Engineering-PWE,51584,Male,Active,2015-05-18,2015-05-18
2950,INSPECTOR,Houston Fire Department (HFD),70181,Male,Active,1990-07-09,2009-08-15
2960,ADMINISTRATIVE COORDINATOR,Public Works & Engineering-PWE,59748,Male,Active,2006-03-27,2016-02-27
2970,COUNCIL RESEARCH ASSISTANT (EXECUTIVE LE,City Council,54000,Male,Active,2016-01-04,2016-01-04
2980,ASSISTANT DIRECTOR-PUBLIC WORKS (EXECUTI,Public Works & Engineering-PWE,141948,Male,Active,2005-08-22,2011-09-03
2990,SENIOR LIBRARY SERVICE SPECIALIST,Library,38563,Male,Active,2012-03-05,2015-02-28
3000,ASSISTANT AIRPORT MANAGER,Houston Airport System (HAS),100228,Male,Active,1991-04-04,2011-07-01
3010,UTILITY WORKER,Public Works & Engineering-PWE,31450,Male,Active,2003-07-09,2004-08-21
3020,STATIONARY ENGINEER APPRENTICE,General Services Department,34507,Male,Active,2014-09-15,2014-09-15
3030,FIELD SUPERVISOR,Public Works & Engineering-PWE,45989,Male,Active,1998-08-03,2014-08-02
3040,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Female,Active,1985-10-14,2016-05-07
3050,SENIOR CONTRACT ADMINISTRATOR,Health & Human Services,81972,Female,Active,2001-08-20,2001-08-20
3060,EQUIPMENT WORKER,Parks & Recreation,33634,Male,Active,1994-06-25,2005-03-19
3070,DISTRICT CHIEF,Houston Fire Department (HFD),84995,Male,Active,2000-03-21,2016-04-19
3080,CUSTOMER SERVICE REPRESENTATIVE II,Municipal Courts Department,40768,Female,Active,2000-04-10,2007-05-19
3090,LIBRARIAN II,Library,49317,Female,Active,2014-08-04,2015-10-10
3100,EQUIPMENT OPERATOR III,Solid Waste Management,37274,Male,Active,2015-02-16,2015-10-24
3110,CUSTOMER SERVICE REPRESENTATIVE III,Solid Waste Management,47528,Female,Active,1997-07-05,2007-07-28
3120,DENTAL ASSISTANT,Health & Human Services,28434,Female,Active,2014-12-08,2014-12-08
3130,ADMINISTRATIVE SPECIALIST,Housing and Community Devp.,52162,Female,Active,2013-01-07,2014-09-13
3140,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1996-12-02,2011-10-29
3150,POLICE SERGEANT,Houston Police Department-HPD,77076,Male,Active,2002-01-28,2012-04-14
3160,POLICE SERGEANT,Houston Police Department-HPD,,Male,Active,1974-06-10,1984-03-17
3170,ADMINISTRATIVE SPECIALIST,Houston Airport System (HAS),51139,Female,Active,1992-02-10,2006-03-18
3180,POLICE OFFICER,Houston Police Department-HPD,45279,Male,Active,2013-06-10,2014-06-10
3190,POLICE SERGEANT,Houston Police Department-HPD,,Male,Active,1990-01-22,2015-02-28
3200,SEMI-SKILLED LABORER,Public Works & Engineering-PWE,27373,Female,Active,2008-05-05,2015-05-09
3210,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-12-10,2008-12-10
3220,POLICE LIEUTENANT,Houston Police Department-HPD,91181,Male,Active,1981-07-27,1992-06-20
3230,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1985-04-15,2005-08-16
3240,ACCOUNTANT SUPERVISOR,Houston Airport System (HAS),68451,Female,Active,2006-10-02,2010-09-18
3250,ADMINISTRATIVE ASSISTANT,Parks & Recreation,36920,Female,Active,1990-05-21,2002-12-28
3260,POLICE SERGEANT,Houston Police Department-HPD,77076,Male,Active,2000-11-06,2012-09-26
3270,TRUCK DRIVER,Fleet Management Department,32240,Male,Active,2014-08-18,2014-08-18
3280,FIRE FIGHTER,Houston Fire Department (HFD),45791,Female,Active,2014-10-11,2016-01-11
3290,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1996-10-28,2004-07-08
3300,RECORDS ADMINISTRATOR,Houston Airport System (HAS),65832,Male,Active,2015-01-05,2015-01-05
3310,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-08-13,2012-04-28
3320,POLICE OFFICER,Houston Police Department-HPD,50621,Male,Active,2011-03-21,2012-03-21
3330,SENIOR POLICE OFFICER,Houston Police Department-HPD,,Male,Active,1985-07-22,2015-10-10
3340,FIRE FIGHTER,Houston Fire Department (HFD),52644,Male,Active,2004-08-09,2005-08-13
3350,COMMUNITY RELATIONS SPECIALIST,Health & Human Services,,Female,Active,2016-05-23,2016-05-23
3360,SENIOR SIDELOADER OPERATOR,Solid Waste Management,37211,Male,Active,2007-06-04,
3370,9-1-1 TELECOMMUNICATOR,Houston Emergency Center (HEC),38813,Female,Active,1989-04-04,2003-06-14
3380,"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170,Female,Active,2015-07-20,2016-03-10
3390,FIRE FIGHTER,Houston Fire Department (HFD),51194,Male,Active,2010-06-14,2011-09-18
3400,SAFETY REPRESENTATIVE,Solid Waste Management,51563,Male,Active,2005-06-25,2010-12-25
3410,ENGINEER/OPERATOR,Houston Fire Department (HFD),63166,Female,Active,1994-11-07,2001-04-28
3420,FIRE FIGHTER,Houston Fire Department (HFD),48190,Male,Active,2012-04-16,2013-07-16
3430,POLICE OFFICER,Houston Police Department-HPD,47650,Male,Active,2012-06-25,2013-06-25
3440,POLICE OFFICER,Houston Police Department-HPD,60347,Female,Active,2001-12-03,2002-12-03
3450,"FIRE FIGHTER,PROBATIONARY",Houston Fire Department (HFD),40170,Female,Active,2016-01-04,2016-04-07
3460,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,2002-12-02,2015-01-03
3470,SENIOR BREASTFEEDING PEER COUNSELOR,Health & Human Services,32864,Female,Active,2006-12-02,2006-12-02
3480,SENIOR PLAN ANALYST,Public Works & Engineering-PWE,56742,Male,Active,2007-03-05,2007-03-05
3490,FIELD SUPERVISOR,Public Works & Engineering-PWE,41288,Male,Active,2009-04-20,2015-05-23
3500,COMMUNITY INVOLVEMENT COORDINATOR,Parks & Recreation,48090,Female,Active,2008-07-28,2008-07-28
3510,CUSTOMER SERVICE REPRESENTATIVE II,Fleet Management Department,33363,Male,Active,2016-05-31,2016-05-31
3520,POLICE OFFICER,Houston Police Department-HPD,60347,Male,Active,2005-01-31,2006-01-31
3530,MECHANIC HELPER,Fleet Management Department,27560,Male,Active,2015-06-08,2015-06-08
3540,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1996-07-29,2009-05-30
3550,FIRE FIGHTER,Houston Fire Department (HFD),51194,Male,Active,2008-06-16,2009-12-16
3560,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,2001-12-03,2014-01-04
3570,UTILITY MECHANIC,Public Works & Engineering-PWE,30597,Male,Active,2014-07-07,2014-07-07
3580,INSPECTOR,Public Works & Engineering-PWE,46800,Male,Active,2016-04-04,2016-04-04
3590,POLICE OFFICER,Houston Police Department-HPD,50621,Male,Active,2014-07-03,2011-05-24
3600,ENGINEER/OPERATOR,Houston Fire Department (HFD),61921,Male,Active,2009-02-09,2013-11-14
3610,SENIOR INSPECTOR,Public Works & Engineering-PWE,63315,Male,Active,2006-01-09,2012-03-17
3620,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1993-04-12,2008-10-04
3630,CUSTOMER SERVICE REPRESENTATIVE I,Public Works & Engineering-PWE,30347,Female,Active,2014-12-22,2014-12-22
3640,EQUIPMENT WORKER,Public Works & Engineering-PWE,39978,Male,Active,1994-02-18,2004-09-18
3650,POLICE OFFICER,Houston Police Department-HPD,47650,Female,Active,2011-05-23,2012-05-23
3660,SAFETY REPRESENTATIVE,Parks & Recreation,54600,Male,Active,2014-01-06,2014-01-06
3670,DEPUTY ASSISTANT DIRECTOR (EXECUTIVE LEV,Mayor's Office,110000,Female,Active,2014-05-13,2014-05-13
3680,POLICE LIEUTENANT,Houston Police Department-HPD,86534,Female,Active,1993-06-21,2012-05-09
3690,ADMINISTRATIVE ASSOCIATE,Houston Police Department-HPD,37294,Female,Active,2006-04-10,2006-04-10
3700,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2000-03-21,2004-07-03
3710,POLICE OFFICER,Houston Police Department-HPD,50621,Male,Active,2010-05-24,2011-05-24
3720,FIRE FIGHTER,Houston Fire Department (HFD),55437,Male,Active,2003-09-02,2004-09-11
3730,CAPTAIN,Houston Fire Department (HFD),66523,Male,Active,1999-11-15,2010-03-06
3740,POLICE OFFICER,Houston Police Department-HPD,45279,Male,Active,2014-02-03,2015-02-03
3750,ENGINEER OPERATOR,Houston Fire Department (HFD),,Male,Inactive,1979-10-05,1991-11-09
3760,EQUIPMENT WORKER,Parks & Recreation,33488,Male,Active,1999-06-29,2005-03-19
3770,FIRE FIGHTER,Houston Fire Department (HFD),51194,Male,Active,2009-02-09,2013-12-18
3780,UTILITY WORKER,Public Works & Engineering-PWE,28995,Male,Active,2014-11-24,2014-11-24
3790,SUPERVISING ENGINEER,Public Works & Engineering-PWE,90716,Female,Active,2008-11-17,2013-06-22
3800,3-1-1 TELECOMMUNICATOR SUPERVISOR,Admn. & Regulatory Affairs,48755,Female,Active,2007-04-23,2007-04-23
3810,EQUIPMENT OPERATOR II,Houston Airport System (HAS),41808,Male,Active,1998-04-01,2006-07-22
3820,ADMINISTRATIVE ASSISTANT,Municipal Courts Department,58406,Male,Active,1993-12-25,2013-02-02
3830,DIVISION MANAGER (EXECUTIVE LEVEL),Health & Human Services,94149,Female,Active,2004-09-16,2013-06-08
3840,STAFF ANALYST,Public Works & Engineering-PWE,73783,Female,Active,2000-03-16,2013-07-20
3850,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1984-01-09,1995-02-11
3860,FIRE FIGHTER,Houston Fire Department (HFD),55437,Male,Active,2003-06-23,2004-07-03
3870,POLICE OFFICER,Houston Police Department-HPD,45279,Female,Active,2013-10-14,2014-10-14
3880,SEMI-SKILLED LABORER,Solid Waste Management,28829,Female,Active,2005-11-07,2005-11-07
3890,FIRE FIGHTER,Houston Fire Department (HFD),48190,Female,Active,2013-01-05,2014-04-07
3900,FIRE FIGHTER,Houston Fire Department (HFD),51194,Male,Active,2008-05-19,2008-09-06
3910,SENIOR PLAN ANALYST,Public Works & Engineering-PWE,54600,Male,Active,2009-08-10,2009-08-10
3920,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-06-25,2012-05-26
3930,PLANT OPERATOR,Public Works & Engineering-PWE,39478,Male,Active,2014-09-22,2016-03-12
3940,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,2014-12-22,2012-07-01
3950,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2007-06-25,2008-06-25
3960,RECORDS TECHNICIAN,Public Works & Engineering-PWE,28600,Female,Active,2016-04-11,2016-04-11
3970,PUBLIC INFORMATION OFFICER (EXECUTIVE LE,Housing and Community Devp.,98536,Female,Active,2014-01-27,2014-01-27
3980,ELECTRICIAN,Public Works & Engineering-PWE,44096,Male,Active,2016-04-04,2016-04-04
3990,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1999-02-22,2006-05-25
4000,SENIOR INSPECTOR,Public Works & Engineering-PWE,60133,Female,Active,1994-02-02,2013-04-13
4010,MICROBIOLOGIST III,Health & Human Services,52072,Male,Active,2012-02-20,2012-02-21
4020,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2001-05-29,2005-12-03
4030,CHEMIST II,Public Works & Engineering-PWE,51168,Female,Active,2003-09-15,2003-09-15
4040,WATER SERVICE INSPECTOR I,Public Works & Engineering-PWE,32240,Male,Active,2013-08-26,2013-08-26
4050,CUSTOMER SERVICE REPRESENTATIVE II,Public Works & Engineering-PWE,33488,Female,Active,2015-01-20,2016-04-09
4060,FIRE FIGHTER,Houston Fire Department (HFD),61921,Male,Active,2010-06-14,2015-04-27
4070,MECHANIC HELPER,Fleet Management Department,31491,Male,Active,1991-04-03,2011-05-14
4080,CUSTOMER SERVICE CLERK,Library,27955,Female,Active,2014-03-31,2014-11-08
4090,POLICE OFFICER,Houston Police Department-HPD,45279,Male,Active,2013-10-14,2014-10-14
4100,POLICE OFFICER,Houston Police Department-HPD,50621,Male,Active,2010-05-24,2011-05-24
4110,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2003-09-15,2011-07-07
4120,PUBLIC WORKS MAINTENANCE SECTION CHIEF,Public Works & Engineering-PWE,53851,Male,Active,1991-07-16,2012-01-07
4130,ADMINISTRATIVE COORDINATOR,Library,79302,Female,Active,2003-12-22,2005-04-02
4140,CUSTOMER SERVICE REPRESENTATIVE I,Municipal Courts Department,32198,Female,Active,2009-03-30,2009-03-30
4150,PARKING ENFORCEMENT LEADER,Admn. & Regulatory Affairs,41434,Female,Active,2004-08-23,2013-02-02
4160,WEB DESIGNER,Solid Waste Management,55890,Male,Active,2013-09-30,2013-09-30
4170,POLICE CAPTAIN,Houston Police Department-HPD,104455,Male,Active,1983-02-07,2004-02-18
4180,POLICE OFFICER,Houston Police Department-HPD,55461,Male,Active,2009-01-20,2010-01-20
4190,FIRE FIGHTER,Houston Fire Department (HFD),52644,Male,Active,2007-11-05,2009-05-16
4200,PROCUREMENT SPECIALIST,Finance,62632,Male,Active,2013-04-08,2013-07-01
4210,JAIL ATTENDANT,Houston Police Department-HPD,36317,Female,Active,2008-11-10,2008-11-10
4220,DATA ENTRY OPERATOR,Houston Police Department-HPD,27893,Male,Active,2006-07-31,2013-02-16
4230,CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,42266,Male,Active,2004-12-20,2007-05-05
4240,MOBILITY SERVICE OFFICER,Houston Police Department-HPD,44970,Female,Active,1985-04-01,2007-06-02
4250,FIRE FIGHTER,Houston Fire Department (HFD),61226,Male,Active,1986-03-03,1987-03-07
4260,PARK MAINTENANCE AIDE,Parks & Recreation,,Male,Active,2015-08-24,2015-08-24
4270,UTILITY WORKER,Public Works & Engineering-PWE,35797,Male,Active,2003-12-15,2004-08-21
4280,DIVISION MANAGER,Houston Airport System (HAS),88003,Female,Active,1996-11-04,2015-06-20
4290,HUMAN RESOURCES ASSISTANT,Human Resources Dept.,40560,Female,Active,2013-09-09,2013-09-09
4300,FIRE FIGHTER,Houston Fire Department (HFD),52644,Male,Active,2006-02-06,2007-08-11
4310,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1993-11-08,2006-10-07
4320,COUNCIL MEMBER,City Council,62983,Female,Active,2014-01-02,2014-01-02
4330,FIRE FIGHTER,Houston Fire Department (HFD),55437,Male,Active,2004-03-22,2005-03-26
4340,SENIOR PUBLIC HEALTH INVESTIGATOR,Health & Human Services,38189,Female,Active,2011-02-14,2015-08-15
4350,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,2000-11-06,2012-12-08
4360,PUBLIC HEALTH NURSE IV,Health & Human Services,76246,Female,Active,1992-07-20,2013-02-16
4370,ADMINISTRATIVE ASSISTANT,Public Works & Engineering-PWE,40352,Female,Active,1991-05-13,2006-08-19
4380,MECHANIC III,Fleet Management Department,48734,Male,Active,2004-11-01,2004-11-01
4390,POLICE SERGEANT,Houston Police Department-HPD,,Male,Active,1983-10-03,2015-05-09
4400,ADMINISTRATIVE COORDINATOR,Human Resources Dept.,66357,Female,Active,2012-08-28,2012-08-28
4410,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1981-09-21,2002-01-05
4420,COUNCIL SECRETARY (EXECUTIVE LEVEL),City Council,,Male,Active,2015-12-14,2015-12-14
4430,CAPTAIN,Houston Fire Department (HFD),70181,Male,Active,1994-08-29,2008-05-03
4440,UTILITY MECHANIC,Public Works & Engineering-PWE,30597,Male,Active,2016-05-09,2016-05-09
4450,TECHNICAL HARDWARE ANALYST I,Public Works & Engineering-PWE,39666,Female,Active,2016-04-11,2016-04-11
4460,MECHANIC III,Fleet Management Department,46010,Male,Active,1998-11-09,2001-07-07
4470,FIRE FIGHTER,Houston Fire Department (HFD),55437,Male,Active,2003-09-15,2004-09-25
4480,CHIEF COMMUNICATION OFFICER,Houston Fire Department (HFD),89590,Male,Active,1978-03-27,2007-07-14
4490,CUSTOMER SERVICE CLERK,Health & Human Services,30410,Female,Active,1992-10-06,2015-02-28
4500,CLINIC ASSISTANT,Health & Human Services,30597,Female,Active,2006-07-11,2006-07-11
4510,SENIOR TELECOMMUNICATIONS SPECIALIST,Houston Information Tech Svcs,59925,Male,Active,2004-12-07,2007-02-24
4520,EQUIPMENT OPERATOR I,Houston Airport System (HAS),27851,Male,Active,2006-10-16,2010-05-29
4530,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Male,Active,1985-05-28,2005-08-27
4540,FIRE FIGHTER,Houston Fire Department (HFD),55437,Male,Active,2003-04-21,2004-04-24
4550,CAR ATTENDANT,Houston Police Department-HPD,24960,Female,Active,2016-01-19,2016-01-19
4560,POLICE OFFICER,Houston Police Department-HPD,47650,Male,Active,2011-05-23,2012-05-23
4570,SENIOR ACCOUNT CLERK,Health & Human Services,34299,Female,Active,1993-05-24,2011-02-19
4580,COMMUNITY LIAISON,Health & Human Services,49379,Female,Active,2004-10-04,2011-11-12
4590,ADMINISTRATIVE ASSISTANT,Municipal Courts Department,46342,Female,Active,1998-02-14,2007-04-07
4600,TECHNICAL HARDWARE ANALYST II,Public Works & Engineering-PWE,51605,Male,Active,2005-06-27,2008-03-22
4610,EQUIPMENT WORKER,Public Works & Engineering-PWE,32968,Male,Active,2007-01-22,2015-11-07
4620,LABORER,Houston Airport System (HAS),26125,Female,Active,2000-12-27,2000-12-27
4630,SENIOR POLICE OFFICER,Houston Police Department-HPD,66614,Female,Active,1994-08-29,2007-02-24
4640,POLICE OFFICER,Houston Police Department-HPD,60347,Male,Active,2003-06-09,2004-06-09
4650,9-1-1 TELECOMMUNICATOR,Houston Emergency Center (HEC),34445,Female,Active,2015-10-12,2015-10-12
4660,CUSTOMER SERVICE REPRESENTATIVE III,Public Works & Engineering-PWE,35485,Female,Active,2005-09-17,2015-07-04
4670,ENGINEER/OPERATOR,Houston Fire Department (HFD),62540,Male,Active,2003-09-15,2012-08-28
4680,CUSTOMER SERVICE REPRESENTATIVE I,Public Works & Engineering-PWE,30347,Female,Active,2016-02-22,2016-02-22
4690,SAFETY REPRESENTATIVE,Solid Waste Management,52229,Male,Active,1987-05-18,2007-09-22
4700,COMMUNITY RELATIONS SPECIALIST,Health & Human Services,31470,Female,Active,1998-06-24,1998-06-24
4710,POLICE OFFICER,Houston Police Department-HPD,60347,Female,Active,2005-07-11,2006-07-11
4720,FIRE FIGHTER TRAINEE,Houston Fire Department (HFD),28024,Male,Active,2016-03-28,2016-03-28
4730,STAFF ANALYST,General Services Department,81416,Male,Active,1994-09-07,2016-04-09
4740,GRADUATE ENGINEER,Public Works & Engineering-PWE,63461,Male,Active,2007-11-13,2007-11-13
4750,POLICE LIEUTENANT,Houston Police Department-HPD,91181,Female,Active,1989-12-11,2014-11-13
4760,ADMINISTRATIVE COORDINATOR,Public Works & Engineering-PWE,70780,Female,Active,1989-07-19,2007-09-22
4770,ADMINISTRATIVE SUPERVISOR,Library,60632,Female,Active,1993-05-10,2014-11-08
4780,POLICE SERGEANT,Houston Police Department-HPD,81239,Male,Active,1993-08-30,2002-01-26
4790,SENIOR POLICE OFFICER,Houston Police Department-HPD,61643,Male,Active,2001-06-04,2016-02-27
4800,JAIL ATTENDANT,Houston Police Department-HPD,35318,Female,Active,2008-04-21,2008-04-21
